open,high,low,close,volume,amt,pct_chg,swing,vwap,turn,code,date
1520.2737,1520.2737,1444.3946,1446.9513,471678200.0,26215785252.0,0.7004239025059036,5.280798002904883,55.57981109154504,1.8349,000688.SH,2020-11-16
3325.6209,3346.9692,3313.6469,3346.9692,27959376100.0,333750600100.0,1.1136989447402925,1.0066841996473408,11.936983103854024,0.74,000001.SH,2020-11-16
2810.4894,2828.4882,2800.3301,2828.4882,26425122200.0,300653351219.0,1.1130055604341609,1.0065978432829332,11.377557649250909,0.7403,000017.SH,2020-11-16
10384.8196,10428.9524,10301.2292,10428.9524,32465197400.0,462018941600.0,0.8235277034329703,1.2347840031920316,14.231206910819523,1.8586,399100.SZ,2020-11-16
12562.6483,12611.5727,12453.6955,12611.5727,12949782000.0,179856111600.0,0.6968342044785599,1.2605671482246923,13.888736628925491,1.685,399101.SZ,2020-11-16
3090.8358,3097.4709,3051.9462,3080.0067,9864021300.0,180541609400.0,-0.13100643407834303,1.4761350913264273,18.303043343996023,2.8769,399102.SZ,2020-11-16
2277.5293,2289.8222,2258.943,2289.8222,33617076600.0,467276089800.0,0.9325525572145799,1.361117241733758,13.899962074632034,1.826,399106.SZ,2020-11-16
,,,756.203,,,,,,,399110.SZ,2020-11-16
,,,2480.343,,,,,,,399120.SZ,2020-11-16
,,,1029.904,,,,,,,399130.SZ,2020-11-16
,,,2077.651,,,,,,,399131.SZ,2020-11-16
,,,572.941,,,,,,,399132.SZ,2020-11-16
,,,195.088,,,,,,,399133.SZ,2020-11-16
,,,523.797,,,,,,,399134.SZ,2020-11-16
,,,891.28,,,,,,,399135.SZ,2020-11-16
,,,449.692,,,,,,,399136.SZ,2020-11-16
,,,913.03,,,,,,,399137.SZ,2020-11-16
,,,1120.603,,,,,,,399138.SZ,2020-11-16
,,,1299.183,,,,,,,399139.SZ,2020-11-16
,,,616.171,,,,,,,399140.SZ,2020-11-16
,,,1449.572,,,,,,,399150.SZ,2020-11-16
,,,800.191,,,,,,,399160.SZ,2020-11-16
