sec_name,hold_stocks,holding_marketvalue,publish_ratio,calculate_ratio,change_holdstocks,float_sharesratio,code,date
中远海能,35623460.0,225140267.20000002,1.3,1.3020114088461598,638220.0,2.9708293245974504,600026.SH,2020-11-13
华电国际,95632905.0,331846180.35,1.17,1.174023098663532,-2030400.0,3.3819947263986427,600027.SH,2020-11-13
中国石化,713736213.0,2869219576.2599998,0.74,0.746915928644274,4650678.0,5.554996988575823,600028.SH,2020-11-13
南方航空,613617722.0,3638753091.46,7.56,7.564768248070014,2587964.0,15.068117837802292,600029.SH,2020-11-13
中信证券,303267671.0,8706814834.41,3.08,3.0899452295946177,-5383698.0,3.880601307607437,600030.SH,2020-11-13
三一重工,826359289.0,23270277578.24,9.74,9.749729264116915,-6280680.0,14.542397470730615,600031.SH,2020-11-13
福建高速,824891.0,2218956.79,0.03,0.03005724384200554,0.0,0.06521292466849703,600033.SH,2020-11-13
招商银行,1044086568.0,44457206065.439995,5.06,5.061269962665815,1816624.0,8.410007047480033,600036.SH,2020-11-13
歌华有线,489175.0,5097203.5,0.03,0.035147490531614166,0.0,0.05668438469833625,600037.SH,2020-11-13
中直股份,23681967.0,1184335169.6699998,4.01,4.017455882006373,546443.0,9.3001670686508,600038.SH,2020-11-13
四川路桥,84461538.0,437510766.84,2.33,2.3393142567769867,3774998.0,5.652830323782609,600039.SH,2020-11-13
保利地产,532593339.0,8404322889.42,4.45,4.4502877828916745,-5249191.0,7.479031992476649,600048.SH,2020-11-13
中国联通,842337698.0,4026374196.44,2.75,2.758392723121073,-6474271.0,5.3901902757712294,600050.SH,2020-11-13
九鼎投资,7717061.0,179035815.2,1.78,1.7800080176998336,5721.0,6.724231570701682,600053.SH,2020-11-13
黄山旅游,1145982.0,9809605.92,0.22,0.22325774400935125,0.0,0.5288230387728898,600054.SH,2020-11-13
中国医药,10768842.0,162071072.1,1.0,1.0082163979421117,-459664.0,2.1342604188728966,600056.SH,2020-11-13
厦门象屿,28533963.0,176054551.71,1.32,1.3225756783602651,2027151.0,2.9682273331624964,600057.SH,2020-11-13
五矿发展,119659.0,814877.7899999999,0.01,0.011163149950089454,0.0,0.02981741187890016,600058.SH,2020-11-13
古越龙山,220408.0,2206284.08,0.02,0.027260533394199787,0.0,0.046509385455896814,600059.SH,2020-11-13
