shsz_total_balance,sh_total_balance,sz_total_balance,margin_balance,period_bought_amount,margin_paid_amount,period_net_purchases,short_balance,short_remain_volume,sold_amount,sold_volume,short_paid_amount,period_paid_volume,maininflowcount,mainoutflowcount,maininflowmoney,openmaininflowmoney,endmaininflowmoney,extrabillinflowmoney,largebillinflowmoney,middlebillinflowmoney,smallbillinflowmoney,sh_total_amount,sh_buy_amount,sh_sell_amount,sh_net_purchases,sh_cumulative_net_bought,hk_total_amount,hk_buy_amount,hk_sell_amount,hk_net_purchases,hk_cumulative_net_bought,sz_total_amount,sz_buy_amount,sz_sell_amount,sz_net_purchases,sz_cumulative_net_bought,hk_total_amount,hk_buy_amount,hk_sell_amount,hk_net_purchases,hk_cumulative_net_bought,date,code
1553359959222.0,806096427882.0,747263531340.0,1438929147396.0,63589754455.0,64294688878.0,-704934423.0,114430811826.0,8654139194.0,4387580788.0,279937353.0,3676145738.0,250682620.0,1386,2672,-3111379.1860000035,-2190919.582600007,20777.664799999977,-1557576.396099997,-1553798.0718999982,550207.8796000003,2561166.5884000044,389.3715,176.5068,212.8647,-36.3579,5596.1781,153.9972,83.3664,70.6308,12.735600000000005,10713.32010000001,550.131,268.5458,281.5852,-13.0394,5582.5203,138.7548,78.9781,59.7767,19.2014,5676.6668000000045,2020-11-13,000000.mkt
