date,exerciseprice,option_name,change,amount,pre_settle,open,highest,lowest,close,settlement_price,volume,position,up_limit_price,down_limit_price,delta,gamma,vega,theta,rho,code
2020-11-16,4350.0,沪深300指数期权2012C4350,4.5804621,1669760.0,493.4,494.0,516.0,494.0,516.0,526.6,33.0,25.0,979.0,7.8,0.957,,,,,IO2012-C-4350
2020-11-16,4400.0,沪深300指数期权2012C4400,9.27927928,2642000.0,444.0,467.2,485.2,439.6,485.2,478.6,56.0,169.0,929.6,0.2,0.944,,,,,IO2012-C-4400
2020-11-16,4450.0,沪深300指数期权2012C4450,5.78265204,1149700.0,401.2,408.4,437.4,400.0,424.4,431.4,28.0,40.0,886.8,0.2,0.926,,,,,IO2012-C-4450
2020-11-16,4500.0,沪深300指数期权2012C4500,10.64314172,2125080.0,351.4,373.8,389.2,354.6,388.8,385.2,57.0,411.0,837.0,0.2,0.903,,,,,IO2012-C-4500
2020-11-16,4550.0,沪深300指数期权2012C4550,7.7322937,3885260.0,307.8,323.6,344.4,323.6,331.6,352.4,118.0,210.0,793.4,0.2,0.837,,,,,IO2012-C-4550
2020-11-16,4600.0,沪深300指数期权2012C4600,12.03007519,16376900.0,266.0,291.8,300.2,265.4,298.0,304.0,574.0,859.0,751.6,0.2,0.817,,,,,IO2012-C-4600
2020-11-16,4650.0,沪深300指数期权2012C4650,8.55148342,3124280.0,229.2,250.8,260.0,227.0,248.8,265.2,127.0,455.0,714.8,0.2,0.771,,,,,IO2012-C-4650
2020-11-16,4700.0,沪深300指数期权2012C4700,15.52795031,12681820.0,193.2,218.8,223.2,189.6,223.2,223.2,609.0,1881.0,678.8,0.2,0.729,,,,,IO2012-C-4700
2020-11-16,4750.0,沪深300指数期权2012C4750,15.86121437,5077500.0,161.4,184.6,187.0,157.0,187.0,189.0,295.0,1037.0,647.0,0.2,0.67,,,,,IO2012-C-4750
2020-11-16,4800.0,沪深300指数期权2012C4800,18.37037037,16403260.0,135.0,154.0,159.8,128.6,159.8,159.8,1171.0,2119.0,620.6,0.2,0.605,,,,,IO2012-C-4800
2020-11-16,4850.0,沪深300指数期权2012C4850,18.82998172,11911900.0,109.4,110.0,130.0,103.6,130.0,130.0,1033.0,1401.0,595.0,0.2,0.541,,,,,IO2012-C-4850
2020-11-16,4900.0,沪深300指数期权2012C4900,16.96035242,30648760.000000004,90.8,91.0,113.2,84.4,106.2,106.2,3240.0,2584.0,576.4,0.2,0.475,,,,,IO2012-C-4900
2020-11-16,4950.0,沪深300指数期权2012C4950,15.2,8400040.0,75.0,85.4,86.4,69.8,86.4,86.4,1090.0,971.0,560.6,0.2,0.411,,,,,IO2012-C-4950
2020-11-16,5000.0,沪深300指数期权2012C5000,15.51155116,9852560.0,60.6,68.8,71.8,56.4,70.0,70.0,1546.0,3843.0,546.2,0.2,0.351,,,,,IO2012-C-5000
2020-11-16,5100.0,沪深300指数期权2012C5100,11.94029851,4556820.0,40.2,49.2,51.0,36.2,45.0,45.0,1109.0,2177.0,525.8,0.2,0.249,,,,,IO2012-C-5100
2020-11-16,5200.0,沪深300指数期权2012C5200,14.59854015,2719300.0,27.4,30.0,33.2,25.2,31.4,31.4,970.0,4056.0,513.0,0.2,0.179,,,,,IO2012-C-5200
2020-11-16,5300.0,沪深300指数期权2012C5300,8.33333333,1064500.0,19.2,21.0,21.8,16.8,20.8,20.8,557.0,1540.0,504.8,0.2,0.125,,,,,IO2012-C-5300
2020-11-16,5400.0,沪深300指数期权2012C5400,13.23529412,1559800.0,13.6,15.2,17.8,12.6,15.4,15.4,1103.0,5665.0,499.2,0.2,0.093,,,,,IO2012-C-5400
2020-11-16,5500.0,沪深300指数期权2012C5500,10.41666667,663160.0,9.6,10.4,12.2,9.0,10.6,10.6,677.0,1302.0,495.2,0.2,0.065,,,,,IO2012-C-5500
2020-11-16,3100.0,沪深300指数期权2012P3100,0.0,820.0,0.6,0.8,1.0,0.6,0.6,0.6,11.0,2969.0,486.2,0.2,-0.002,,,,,IO2012-P-3100
2020-11-16,3200.0,沪深300指数期权2012P3200,0.0,400.0,0.6,0.8,1.0,0.6,0.6,0.6,5.0,1868.0,486.2,0.2,-0.003,,,,,IO2012-P-3200
2020-11-16,3300.0,沪深300指数期权2012P3300,50.0,3000.0,0.4,0.8,1.0,0.4,0.6,0.4,38.0,1710.0,486.0,0.2,0.0,,,,,IO2012-P-3300
2020-11-16,3400.0,沪深300指数期权2012P3400,-50.0,1620.0,0.4,0.4,0.4,0.2,0.2,0.4,42.0,360.0,486.0,0.2,-0.001,,,,,IO2012-P-3400
2020-11-16,3500.0,沪深300指数期权2012P3500,0.0,5240.0,0.4,0.4,0.8,0.4,0.4,0.4,98.0,403.0,486.0,0.2,-0.002,,,,,IO2012-P-3500
2020-11-16,3600.0,沪深300指数期权2012P3600,-33.33333333,2320.0,0.6,0.4,1.0,0.4,0.4,0.4,49.0,464.0,486.2,0.2,-0.002,,,,,IO2012-P-3600
2020-11-16,3700.0,沪深300指数期权2012P3700,33.33333333,3520.0,0.6,0.8,0.8,0.8,0.8,0.8,48.0,192.0,486.2,0.2,-0.005,,,,,IO2012-P-3700
2020-11-16,3800.0,沪深300指数期权2012P3800,0.0,5020.0,1.0,1.0,1.0,0.6,1.0,1.0,53.0,289.0,486.6,0.2,-0.006,,,,,IO2012-P-3800
2020-11-16,3900.0,沪深300指数期权2012P3900,-28.57142857,9380.0,1.4,1.4,1.4,1.0,1.0,1.0,82.0,292.0,487.0,0.2,-0.007,,,,,IO2012-P-3900
2020-11-16,4000.0,沪深300指数期权2012P4000,0.0,31620.0,1.6,2.0,2.0,1.6,1.6,1.6,177.0,569.0,487.2,0.2,-0.011,,,,,IO2012-P-4000
2020-11-16,4100.0,沪深300指数期权2012P4100,-23.07692308,61060.0,2.6,2.4,2.4,2.0,2.0,2.0,267.0,564.0,488.2,0.2,-0.014,,,,,IO2012-P-4100
2020-11-16,4150.0,沪深300指数期权2012P4150,-18.75,66460.0,3.2,3.0,3.0,2.6,2.6,2.6,240.0,504.0,488.8,0.2,-0.018,,,,,IO2012-P-4150
2020-11-16,4200.0,沪深300指数期权2012P4200,-15.78947368,51360.0,3.8,3.6,3.6,3.0,3.2,3.2,152.0,772.0,489.4,0.2,-0.023,,,,,IO2012-P-4200
2020-11-16,4250.0,沪深300指数期权2012P4250,-17.39130435,74640.0,4.6,3.4,4.2,3.4,3.8,3.8,192.0,370.0,490.2,0.2,-0.027,,,,,IO2012-P-4250
2020-11-16,4300.0,沪深300指数期权2012P4300,-24.13793103,71760.0,5.8,4.0,5.2,4.0,4.4,4.4,147.0,597.0,491.4,0.2,-0.033,,,,,IO2012-P-4300
2020-11-16,4350.0,沪深300指数期权2012P4350,-22.22222222,37160.0,7.2,6.0,6.6,5.6,5.6,5.6,59.0,414.0,492.8,0.2,-0.041,,,,,IO2012-P-4350
2020-11-16,4400.0,沪深300指数期权2012P4400,-27.08333333,270800.0,9.6,7.0,8.8,6.6,7.0,7.0,351.0,1006.0,495.2,0.2,-0.052,,,,,IO2012-P-4400
2020-11-16,4450.0,沪深300指数期权2012P4450,-29.23076923,426240.0,13.0,10.2,11.6,8.8,9.2,9.2,416.0,764.0,498.6,0.2,-0.068,,,,,IO2012-P-4450
2020-11-16,4500.0,沪深300指数期权2012P4500,-31.81818182,780819.9999999999,17.6,17.6,17.6,11.6,12.0,12.0,578.0,1952.0,503.2,0.2,-0.087,,,,,IO2012-P-4500
2020-11-16,4550.0,沪深300指数期权2012P4550,-31.03448276,1786320.0,23.2,19.0,22.0,16.0,16.0,16.0,956.0,1197.0,508.8,0.2,-0.113,,,,,IO2012-P-4550
2020-11-16,4600.0,沪深300指数期权2012P4600,-29.29936306,2934560.0,31.4,22.2,29.8,22.2,22.2,22.2,1149.0,1765.0,517.0,0.2,-0.15,,,,,IO2012-P-4600
2020-11-16,4650.0,沪深300指数期权2012P4650,-30.55555556,2682580.0,43.2,38.4,41.2,30.0,30.0,30.0,766.0,899.0,528.8,0.2,-0.194,,,,,IO2012-P-4650
2020-11-16,4700.0,沪深300指数期权2012P4700,-28.125,5306260.0,57.6,48.6,55.6,41.4,41.4,41.4,1130.0,1633.0,543.2,0.2,-0.249,,,,,IO2012-P-4700
2020-11-16,4750.0,沪深300指数期权2012P4750,-27.77777778,3841240.0000000005,75.6,67.0,73.2,54.6,54.6,54.6,613.0,755.0,561.2,0.2,-0.31,,,,,IO2012-P-4750
2020-11-16,4800.0,沪深300指数期权2012P4800,-25.51440329,10261760.0,97.2,80.0,96.4,72.4,72.4,72.4,1233.0,1321.0,582.8,0.2,-0.38,,,,,IO2012-P-4800
2020-11-16,4850.0,沪深300指数期权2012P4850,-24.39807384,10167200.0,124.6,100.0,121.6,94.2,94.2,94.2,946.0,732.0,610.2,0.2,-0.454,,,,,IO2012-P-4850
2020-11-16,4900.0,沪深300指数期权2012P4900,-18.75808538,22946640.000000004,154.6,130.0,153.0,123.0,125.6,125.6,1706.0,1231.0,640.2,0.2,-0.527,,,,,IO2012-P-4900
2020-11-16,4950.0,沪深300指数期权2012P4950,-16.91648822,7352180.0,186.8,160.0,186.4,154.2,155.2,155.2,439.0,606.0,672.4,0.2,-0.596,,,,,IO2012-P-4950
2020-11-16,5000.0,沪深300指数期权2012P5000,-16.30824373,12452360.000000002,223.2,202.4,219.6,186.8,186.8,186.8,621.0,1609.0,708.8,0.2,-0.663,,,,,IO2012-P-5000
2020-11-16,5100.0,沪深300指数期权2012P5100,-9.41644562,6390740.0,301.6,285.4,299.4,270.2,273.2,259.0,225.0,368.0,787.2,0.2,-0.785,,,,,IO2012-P-5100
2020-11-16,5200.0,沪深300指数期权2012P5200,-7.72002059,2193640.0,388.6,385.4,385.4,352.2,358.6,343.4,60.0,314.0,874.2,0.2,-0.872,,,,,IO2012-P-5200
2020-11-16,5300.0,沪深300指数期权2012P5300,-4.37317784,276640.0,480.2,470.2,470.2,452.0,459.2,433.6,6.0,50.0,965.8,0.2,-0.935,,,,,IO2012-P-5300
2020-11-16,5400.0,沪深300指数期权2012P5400,-5.90072891,1646120.0,576.2,562.4,562.4,537.0,542.2,539.8,30.0,164.0,1061.8,90.6,-0.913,,,,,IO2012-P-5400
2020-11-16,5500.0,沪深300指数期权2012P5500,-7.41066198,258420.0,682.8,658.2,658.2,632.2,632.2,630.2,4.0,10.0,1168.4,197.2,-0.965,,,,,IO2012-P-5500
2020-11-16,4200.0,沪深300指数期权2101C4200,8.2103321,0.0,650.4,,,,703.8,695.0,0.0,11.0,1136.0,164.8,0.88,,,,,IO2101-C-4200
2020-11-16,4250.0,沪深300指数期权2101C4250,2.15588723,369540.0,603.0,615.8,616.0,615.8,616.0,646.8,6.0,7.0,1088.6,117.4,0.871,,,,,IO2101-C-4250
2020-11-16,4300.0,沪深300指数期权2101C4300,8.84255931,0.0,556.4,,,,605.6,599.4,0.0,11.0,1042.0,70.8,0.86,,,,,IO2101-C-4300
2020-11-16,4350.0,沪深300指数期权2101C4350,5.17850137,375540.0,509.8,538.2,538.2,536.2,536.2,552.2,7.0,13.0,995.4,24.2,0.848,,,,,IO2101-C-4350
2020-11-16,4400.0,沪深300指数期权2101C4400,-5.2360515,0.0,466.0,,,,441.6,506.2,0.0,19.0,951.6,0.2,0.832,,,,,IO2101-C-4400
2020-11-16,4450.0,沪深300指数期权2101C4450,6.24704212,44900.0,422.6,449.0,449.0,449.0,449.0,461.2,1.0,18.0,908.2,0.2,0.813,,,,,IO2101-C-4450
2020-11-16,4500.0,沪深300指数期权2101C4500,4.4386423,158120.0,383.0,399.0,400.0,399.0,400.0,416.4,4.0,31.0,868.6,0.2,0.792,,,,,IO2101-C-4500
2020-11-16,4550.0,沪深300指数期权2101C4550,5.07584597,215940.0,342.8,363.6,363.6,357.6,360.2,376.6,6.0,15.0,828.4,0.2,0.763,,,,,IO2101-C-4550
2020-11-16,4600.0,沪深300指数期权2101C4600,7.57674722,1010160.0,306.2,306.6,330.6,306.6,329.4,336.8,32.0,19.0,791.8,0.2,0.732,,,,,IO2101-C-4600
2020-11-16,4650.0,沪深300指数期权2101C4650,6.33284242,170420.0,271.6,268.2,290.6,268.2,288.8,300.2,6.0,10.0,757.2,0.2,0.696,,,,,IO2101-C-4650
2020-11-16,4700.0,沪深300指数期权2101C4700,4.25709516,122180.0,239.6,238.4,249.8,238.4,249.8,265.2,5.0,42.0,725.2,0.2,0.657,,,,,IO2101-C-4700
2020-11-16,4750.0,沪深300指数期权2101C4750,7.14285714,108200.0,210.0,209.2,225.0,209.2,225.0,232.2,5.0,19.0,695.6,0.2,0.615,,,,,IO2101-C-4750
2020-11-16,4800.0,沪深300指数期权2101C4800,5.32608696,187760.0,184.0,193.8,193.8,180.8,193.8,204.2,10.0,70.0,669.6,0.2,0.57,,,,,IO2101-C-4800
2020-11-16,4850.0,沪深300指数期权2101C4850,6.00750939,2166240.0,159.8,169.6,177.0,156.2,169.4,178.8,131.0,126.0,645.4,0.2,0.525,,,,,IO2101-C-4850
2020-11-16,4900.0,沪深300指数期权2101C4900,12.96829971,1124960.0,138.8,148.0,156.8,136.8,156.8,156.8,78.0,121.0,624.4,0.2,0.48,,,,,IO2101-C-4900
2020-11-16,4950.0,沪深300指数期权2101C4950,6.30182421,490940.0,120.6,128.4,132.8,117.4,128.2,136.0,39.0,68.0,606.2,0.2,0.436,,,,,IO2101-C-4950
2020-11-16,5000.0,沪深300指数期权2101C5000,11.86770428,1323520.0,102.8,111.2,115.0,99.4,115.0,115.0,122.0,117.0,588.4,0.2,0.392,,,,,IO2101-C-5000
2020-11-16,5100.0,沪深300指数期权2101C5100,10.0,690639.9999999999,78.0,84.0,86.0,74.0,85.8,85.8,82.0,202.0,563.6,0.2,0.314,,,,,IO2101-C-5100
2020-11-16,5200.0,沪深300指数期权2101C5200,8.96551724,553280.0,58.0,65.0,65.0,58.0,63.2,63.2,87.0,301.0,543.6,0.2,0.247,,,,,IO2101-C-5200
2020-11-16,5300.0,沪深300指数期权2101C5300,5.99078341,531180.0,43.4,48.4,49.0,41.8,46.0,46.8,116.0,400.0,529.0,0.2,0.192,,,,,IO2101-C-5300
2020-11-16,5400.0,沪深300指数期权2101C5400,9.49367089,518940.0,31.6,33.6,36.4,31.0,34.6,34.6,155.0,258.0,517.2,0.2,0.148,,,,,IO2101-C-5400
2020-11-16,5500.0,沪深300指数期权2101C5500,9.16666667,498160.0,24.0,28.0,28.0,23.8,26.2,26.2,193.0,327.0,509.6,0.2,0.116,,,,,IO2101-C-5500
2020-11-16,4200.0,沪深300指数期权2101P4200,-10.81081081,49280.0,7.4,6.6,7.0,6.4,6.6,6.2,71.0,319.0,493.0,0.2,-0.037,,,,,IO2101-P-4200
2020-11-16,4250.0,沪深300指数期权2101P4250,-10.20408163,44960.0,9.8,8.6,9.2,8.6,8.8,7.8,49.0,203.0,495.4,0.2,-0.046,,,,,IO2101-P-4250
2020-11-16,4300.0,沪深300指数期权2101P4300,-10.9375,73700.0,12.8,11.8,12.6,11.0,11.4,10.2,62.0,338.0,498.4,0.2,-0.059,,,,,IO2101-P-4300
2020-11-16,4350.0,沪深300指数期权2101P4350,-9.52380952,22480.0,16.8,15.4,15.8,13.8,15.2,13.0,15.0,122.0,502.4,0.2,-0.074,,,,,IO2101-P-4350
2020-11-16,4400.0,沪深300指数期权2101P4400,-13.63636364,21320.0,22.0,22.4,22.4,18.6,19.0,17.0,11.0,213.0,507.6,0.2,-0.093,,,,,IO2101-P-4400
