open,high,low,close,volume,amt,dealnum,pct_chg,swing,vwap,adjfactor,turn,free_turn_n,maxup,maxdown,maxupordown,open_auction_price,open_auction_volume,open_auction_amount,ev,mkt_cap_ard,pe_ttm,val_pe_deducted_ttm,pb_lf,pb_mrq,ps_ttm,ps_lyr,pcf_ocf_ttm,pcf_ncf_ttm,pcf_ocflyr,pcf_nflyr,ev2,ev2_to_ebitda,mkt_freeshares,code,date
17.08,17.43,16.9,17.37,75985693.0,1308190459.0,56091.0,1.1059371362049075,3.0849825378346982,17.216273318715405,111.048713,0.3915627198439592,0.8834,18.9,15.46,0.0,17.08,1512527.0,25833961.159999996,337080799099.26,337080799099.26,12.497434616088867,12.54254136183293,1.1670681238174438,1.1670681726405772,2.224016251214009,2.4433581169558853,-3.593343770710075,2.5096287727355957,-8.421756379737666,19.532989459291883,,,149401314675.72,000001.SZ,2020-11-16
29.39,29.5,29.0,29.2,51657638.0,1509809656.0,50679.0,0.5163511187607528,1.7211703958691909,29.227229785457865,153.900683,0.5317682033746006,0.7982,31.96,26.15,0.0,29.39,887000.0,26068930.0,327982700828.92706,339237780269.2,8.377448081970215,8.69213223116966,1.6738017797470093,1.6738017631509108,0.8800613885897269,0.9221077081748748,4.386699262747562,4.772040367126465,7.42528935309056,-21.296181505670585,414279159420.6871,4.795804152132711,188967921004.8,000002.SZ,2020-11-16
31.15,31.46,30.11,30.61,7245619.0,222312727.0,13466.0,-0.0326583932070622,4.408883082952324,30.682365026369727,4.063862,8.634095119985437,12.0676,33.68,27.56,0.0,31.15,112800.0,3513719.9999999995,5052260851.25,5052260851.25,71.68219757080078,100.75614146869921,3.485227584838867,3.485227636811399,34.3573562916017,46.673579666495094,-84.82757038872742,46.57665252685547,-318.33444984804953,51.19107428410288,4932884229.47,573.8627673587793,1837880599.96,000004.SZ,2020-11-16
2.68,2.7,2.65,2.69,6437279.0,17257620.0,1820.0,0.37313432835820814,1.8656716417910546,2.680887374929687,9.267603,0.6084693857251775,0.7324,2.95,2.41,0.0,2.68,11300.0,30284.000000000004,2847464104.98,2847464104.98,27.762807846069336,64.0313598710822,1.7547297477722168,1.754729718771581,14.151086905439167,5.152763870173395,-31.9754664899843,-9972.251953125,231.7876317381103,94.09573798839125,3104318877.53,12.589466574494473,2364239028.23,000005.SZ,2020-11-16
5.66,5.74,5.62,5.72,9825361.0,55925628.0,3619.0,0.8818342151675405,2.1164021164021185,5.691966737914261,36.506752,0.7287178600172216,1.1394,6.24,5.1,0.0,5.66,20600.0,116596.0,7721971663.12,7721971663.119998,8.981550216674805,9.384283615385897,1.1016614437103271,1.1016614606381492,2.2904701836805117,2.0694956955909465,-10.831381052503382,-5.911053657531738,-39.75133696504048,-12.655939868329249,8999068885.45,7.068385603146169,4932412193.279999,000006.SZ,2020-11-16
9.42,9.42,9.18,9.2,2256750.0,20946277.0,2331.0,-1.9189765458422352,2.558635394456292,9.281611609615597,8.283528,0.7304626275607687,1.1532,10.32,8.44,0.0,9.42,13900.0,130937.99999999999,3187322004.7999997,3187322004.7999997,-228.9844207763672,-14908.29125397822,19.454914093017578,19.454914210406084,71.53635998677821,75.85097936428036,-170.53096211680963,334.1732177734375,-100.2353493590062,85.8202772965547,3167096946.2999997,68.56607672042878,1800386336.4,000007.SZ,2020-11-16
2.72,2.74,2.7,2.73,17193057.0,46783036.0,3873.0,0.3676470588235203,1.4705882352941189,2.721042337031745,22.408293,0.6450987301760429,1.0727,2.99,2.45,0.0,2.72,52744.00000000001,143463.68000000002,7591571294.58,7591571294.58,171.65838623046875,-136.38139506997436,1.056186318397522,1.056186376351532,2.90514777918423,2.3575261505978,30.037426101011103,24.5051326751709,1427.1802565201715,44.06097217157193,9908036937.99,13.612712389463356,4375545217.68,000008.SZ,2020-11-16
7.71,7.88,7.66,7.82,32017999.0,249214910.0,16872.0,1.426718547341122,2.853437094682228,7.783587912536321,8.881456,1.2546739387922587,1.4886,8.48,6.94,0.0,7.71,159900.0,1232829.0,20169453206.3,20169453206.3,32.42544937133789,-60.14913485291765,2.981287956237793,2.981287899573819,1.9908806654522035,1.6880001407089584,29.827967111640078,19.12435531616211,15.077399656449847,29.61784915592596,25393442149.6,11.662929595216905,16820323101.560001,000009.SZ,2020-11-16
4.19,4.27,4.1,4.24,7166102.0,30043198.0,3230.0,0.9523809523809611,4.047619047619046,4.192404462007379,10.774549,1.3723655977868021,1.5925,4.62,3.78,0.0,4.19,70400.0,294976.0,3476183983.1200004,3476183983.1200004,120.56078338623047,-456.82778584426603,7.293461322784424,7.293461450762864,2.1938293047110484,1.8362669662487099,-14.245573263103683,-49.26778030395508,115.21818573642331,169.87002072718957,3635823183.8600006,12.013710282371372,1907901776.16,000010.SZ,2020-11-16
13.76,14.4,13.58,14.39,10563976.0,148973460.0,18836.0,5.113221329437556,5.9897735573411275,14.10202560096691,3.75095,2.0065463895632467,6.9474,15.06,12.32,0.0,13.76,40000.0,550400.0,7918897700.492167,8576139133.88,9.453845977783203,10.948945074239925,2.7414069175720215,2.741406855268519,1.819517090472906,2.164778807574752,-181.5146350214332,62.94158172607422,9.125595180703488,-14.39717631625759,8105857920.132168,6.81687215904846,2188090761.38,000011.SZ,2020-11-16
